5,-0.0021155791
6,-0.0021155791
7,-0.0021155791
8,-0.0021155791
9,-0.0021155791
10,-0.0021155791
11,-0.0021155791
12,-0.0021155791
13,-0.0021155791
14,-0.0021155791
15,-0.0021155791
16,-0.0042599719
17,-0.0042599719
18,-0.0042599719
19,-0.0042599719
20,-0.0042599719
21,-0.0042599719
22,-0.0063920892
23,-0.0063920892
24,-0.0063920892
25,-1.5143218661251E-05
26,0.0001819795
27,0.0021158867
28,0.0023132872
29,0.0042556315
30,0.0023128705
31,0.0001782219
32,0.0001782219
33,0.0001782219
34,0.0021167952
35,-0.000017966
36,-0.0019538212
37,-0.0019538212
38,-0.0019538212
39,-0.0019538212
40,-0.0021505449
41,-0.0040928316
42,-0.0042902068
43,-0.0083568664
44,-0.0043110372
45,-0.0043110372
46,-0.0043110372
47,-0.0043110372
48,-0.0043110372
49,-0.0021911068
50,-0.0021911068
51,-0.0062275594
52,-0.0062275594
53,-0.0041072378
54,-0.0041072378
55,-0.0041072378
56,-5.01157155667897E-05
57,-0.0019832626
58,0.0020555928
59,0.0001331539
60,0.0001331539
61,0.0001331539
62,0.0001331539
63,-0.0019839224
64,-0.000055461
65,-0.0019909076
66,-5.88935909036081E-05
67,-0.0019902543
68,-0.001795542
69,-0.0039123506
70,-0.0021799405
71,-0.0023741319
72,-0.0002549315
73,-0.0002549315
74,0.0698925629
75,0.082480602
76,0.0931021348
77,0.1059163958
78,0.1142249107
79,0.1144211143
80,0.1184623018
81,0.1186592281
82,0.1355320811
83,0.1546190828
84,0.1820709705
85,0.1884398162
86,0.1888325363
87,0.1888325363
88,0.1888325363
89,0.1952196509
90,0.1994776279
91,0.2016054541
92,0.2016054541
93,0.1994691789
94,0.1994691789
95,0.1994691789
96,0.1994691789
97,0.1994691789
98,0.1994691789
99,0.1994691789
100,0.1994691789
101,0.1973454654
102,0.1973454654
103,0.199464336
104,0.1973410845
105,0.1952216178
106,0.1930978298
107,0.188851282
108,0.182475403
109,0.1740019619
110,0.1676332802
111,0.1653050035
112,-0.0988612399
113,-0.0922755897
114,-0.0944146961
115,-0.102755785
116,-0.1350156069
117,-0.2028831393
118,-0.1941592395
119,-0.1920339316
120,-0.1898949593
121,-0.1685862094
122,-0.1324011087
123,-0.1071666107
124,-0.0922762081
125,-0.0837645158
126,-0.0795063078
127,-0.0669084862
128,-0.0363856517
129,-0.0299592428
130,-0.0278229192
131,-0.0274308734
132,-0.0253081266
133,-0.0170018375
134,-0.0067838402
135,-0.0001618786
136,0.0083291298
137,0.0232962687
138,0.0320263766
139,0.0491012409
140,0.0582018159
141,0.0607152767
142,0.0653477982
143,0.0802216753
144,0.0908878371
145,0.1397373974
146,0.1781752855
147,0.1995175928
148,0.2037838697
149,0.2018503696
150,0.20379439
151,0.20379439
152,0.2018544078
153,0.2018544078
154,0.2018544078
155,0.2018544078
156,0.2037975192
157,0.1998917162
158,0.1977392882
159,0.1955883205
160,0.184852466
161,0.173950702
162,0.1610909402
163,0.1546914428
164,0.1353422105
165,0.0839438438
166,-0.0018143925
167,-0.0168118495
168,-0.061632812
169,-0.1024924442
170,-0.1175167859
171,-0.1434056312
172,-0.1542816609
173,-0.1948245019
174,-0.2249280065
175,-0.2270692438
176,-0.2443778962
177,-0.2616357505
178,-0.263964206
179,-0.2620245516
180,-0.2774679959
181,-0.2882456779
182,-0.2901700735
183,-0.3008012772
184,-0.3058514595
185,-0.3116549253
186,-0.3176657557
187,-0.3197884262
188,-0.3193933964
189,-0.319195807
190,-0.3122455776
191,-0.3124413788
192,-0.3124413788
193,-0.3143743575
194,-0.3015861213
195,-0.2798378468
196,-0.2483638227
197,-0.22251454
198,-0.2308635265
199,-0.2370887697
200,-0.2326053232
201,-0.2112423033
202,-0.1965343505
203,-0.1721688062
204,-0.0785648823
205,-0.0704196244
206,-0.0528428257
207,-0.0270570349
208,-0.0001415341
209,0.0277360771
210,0.1958784461
211,0.1958784461
212,0.1978277266
213,0.1978277266
214,0.1958777159
215,0.1978269219
216,0.1978269219
217,0.1978269219
218,0.1978269219
219,0.1978269219
220,0.1978269219
221,0.1978269219
222,0.1958845705
223,0.1958845705
224,0.1958845705
225,0.1958845705
226,0.1958845705
227,0.1958845705
228,0.1978155971
229,0.1937454194
230,0.1916025579
231,0.1873127073
232,0.1851841509
233,0.183058992
234,0.183058992
235,0.180911094
236,0.1787731647
237,0.176637128
238,0.1745036691
239,0.1723704785
240,0.1721738428
241,0.1636398733
242,0.1572733372
243,0.1551463306
244,0.1508968472
245,0.1468397677
246,0.1447152495
247,0.1404731274
248,0.1297963113
249,0.1233966723
250,0.1191157103
251,0.1148360074
252,0.1105725989
253,0.1041853577
254,0.0956599861
255,0.0913940743
256,0.0911981836
257,0.0869386718
258,0.0826677456
259,0.0655928031
260,0.0570555702
261,0.0183638055
262,-0.0007889177
263,-0.0197729487
264,-0.0197729487
265,-0.02425256
266,-0.0328148268
267,-0.0369000211
268,-0.0476018339
269,-0.0478006899
270,-0.0540279634
271,-0.0563706607
272,-0.0690468252
273,-0.0668995455
274,-0.0647618026
275,-0.0669135824
276,-0.071194604
277,-0.0776398554
278,-0.0883772969
279,-0.1012605801
280,-0.1074984446
281,-0.1141017228
282,-0.1248005331
283,-0.1486006826
284,-0.1676009744
285,-0.2123796344
286,-0.2038324326
287,-0.2038324326
288,-0.2040291429
289,-0.2102228999
290,-0.2441302687
291,-0.2377214283
292,-0.2334817946
293,-0.1654597521
294,-0.1548186839
295,-0.1548186839
296,-0.1505731493
297,-0.1462984532
298,-0.1271793693
299,-0.129107669
300,-0.1227480918
301,-0.1184707507
302,-0.1165286377
303,-0.114390403
304,-0.1101216152
305,-0.1015848368
306,-0.0951828808
307,-0.0848648772
308,-0.0726287588
309,-0.0666216686
310,-0.0548024699
311,-0.0468710363
312,-0.0507254936
313,-0.0526569746
314,-0.0565082878
315,-0.0543846264
316,-0.04493412
317,-0.0389211066
318,-0.0251657963
319,0.0049454579
320,0.0312377289
321,0.0401470922
322,0.0525294691
323,0.0674130991
324,0.0782408118
325,0.0948387235
326,0.1093412712
327,0.1223112047
328,0.1480204463
329,0.1593458951
330,0.1932974756
331,0.19136931
332,0.189451769
333,0.1852117628
334,0.1871404201
335,0.185209915
336,0.1830845922
337,0.1830845922
338,0.1811523288
339,0.1790297478
340,0.1747657359
341,0.1685819924
342,0.1604406536
343,0.1504401267
344,0.1400071532
345,0.1230623871
346,0.1162708029
347,0.0994408354
348,0.0650425628
349,0.0531632788
350,0.0487260893
351,0.0400513969
352,0.0244461726
353,0.023464432
354,0.0165733956
355,-0.065866895
356,-0.065866895
357,-0.0601278394
358,-0.0501820967
359,-0.0537744388
360,-0.0636589155
361,-0.0678589642
362,-0.0655552968
363,-0.0653615072
364,-0.0674687326
365,-0.0674687326
366,-0.0674687326
367,-0.0714654848
368,-0.0754647255
369,-0.0702498779
370,-0.0683368072
371,-0.0662335083
372,-0.0641226098
373,-0.0679485351
374,-0.0660377964
375,-0.0660377964
376,-0.0660377964
377,-0.063924782
378,-0.067765601
379,-0.0675703436
380,-0.0650834069
381,-0.0627929643
382,-0.0654833466
383,-0.0637719557
384,-0.0593760349
385,-0.0454458855
386,-0.0359008908
387,-0.0295957029
388,0.0067418385
389,0.0228874087
390,0.0365619622
391,0.0620020777
392,0.0781645253
393,0.0787462592
394,0.0833145231
395,0.0996412635
396,0.113962315
397,0.1263642162
398,0.1364682615
399,0.1429444253
400,0.147707209
401,0.1518931091
402,0.1560885459
403,0.1661620289
404,0.1659685224
405,0.1680653989
406,0.1680653989
407,0.1699566394
408,0.1699566394
409,0.1699566394
410,0.1699566394
411,0.1680765897
412,0.1661952436
413,0.1663882285
414,0.1663882285
415,0.1678881943
416,0.1658131182
417,0.1660051048
418,0.1660051048
419,0.1660051048
420,0.1660051048
421,0.1660051048
422,0.1641279906
423,0.1641279906
424,0.1660182327
425,0.1641381532
426,0.1641381532
427,0.1641381532
428,0.1660064012
429,0.1641298831
430,0.1641298831
431,0.1641298831
432,0.1620391011
433,0.1620391011
434,0.1580588222
435,0.1540736556
436,0.1482093483
437,0.1406494528
438,0.1347723305
439,0.1305795312
440,0.1241265461
441,0.1216513067
442,-0.0382224619
443,-0.0328817219
444,-0.0300202742
445,-0.0227666628
446,-0.0221837405
447,-0.0157087091
448,-0.0134173958
449,-0.0194996838
450,-0.0174039826
451,-0.0193068124
