-9.819624014198780060e-03,nan,nan
-2.504800818860530853e-02,nan,nan
-2.985690161585807800e-02,nan,nan
-3.427230566740036011e-02,nan,nan
-4.511248320341110229e-02,nan,nan
-5.131897330284118652e-02,nan,nan
-5.750224739313125610e-02,nan,nan
-7.138025760650634766e-02,nan,nan
-7.216749340295791626e-02,nan,nan
-7.796937227249145508e-02,nan,nan
-8.743821084499359131e-02,nan,nan
-9.003403782844543457e-02,nan,nan
-9.947132319211959839e-02,nan,nan
-1.034899801015853882e-01,nan,nan
-1.075197681784629822e-01,nan,nan
-1.137570217251777649e-01,nan,nan
-1.232877075672149658e-01,nan,nan
-1.218618303537368774e-01,nan,nan
-1.295737326145172119e-01,nan,nan
-1.394629627466201782e-01,nan,nan
-1.435069590806961060e-01,nan,nan
-1.526505649089813232e-01,nan,nan
-1.574995666742324829e-01,nan,nan
-1.666041910648345947e-01,nan,nan
-1.700131148099899292e-01,nan,nan
-1.740723848342895508e-01,nan,nan
-1.748698055744171143e-01,nan,nan
-1.770962774753570557e-01,nan,nan
-1.789312958717346191e-01,nan,nan
-1.958840489387512207e-01,nan,nan
-1.993201524019241333e-01,nan,nan
-1.993201524019241333e-01,nan,nan
-2.195476293563842773e-01,nan,nan
-2.250436097383499146e-01,nan,nan
-2.287113666534423828e-01,nan,nan
-2.379138171672821045e-01,nan,nan
-2.452671378850936890e-01,nan,nan
-2.622394561767578125e-01,nan,nan
-2.677702605724334717e-01,nan,nan
-2.883617579936981201e-01,nan,nan
-2.887616157531738281e-01,nan,nan
-2.902086377143859863e-01,nan,nan
-2.994500696659088135e-01,nan,nan
-3.053635656833648682e-01,nan,nan
-3.057649135589599609e-01,nan,nan
-3.039145171642303467e-01,nan,nan
-3.057601749897003174e-01,nan,nan
-3.094444572925567627e-01,nan,nan
-3.112876713275909424e-01,nan,nan
-3.167970180511474609e-01,nan,nan
-3.153551518917083740e-01,-2.666020989418029785e-01,nan
-3.223562240600585938e-01,-2.387053966522216797e-01,nan
-3.223562240600585938e-01,-2.679203748703002930e-01,nan
-3.205097317695617676e-01,-2.585170269012451172e-01,nan
-3.223650157451629639e-01,-2.692601084709167480e-01,nan
-3.190638720989227295e-01,-2.720270156860351562e-01,nan
-3.209151923656463623e-01,-2.488423585891723633e-01,nan
-3.209151923656463623e-01,-2.373676300048828125e-01,nan
-3.209151923656463623e-01,-2.244007587432861328e-01,nan
-3.209151923656463623e-01,-2.184638977050781250e-01,nan
-3.209151923656463623e-01,-2.114666104316711426e-01,nan
-3.194751739501953125e-01,-2.019238471984863281e-01,nan
-3.194751739501953125e-01,-1.854594945907592773e-01,nan
-3.176237940788269043e-01,-1.733839511871337891e-01,nan
-3.161783814430236816e-01,-1.639599204063415527e-01,nan
-3.143307566642761230e-01,-1.522153615951538086e-01,nan
-3.139284551143646240e-01,-1.400680541992187500e-01,nan
-3.106363117694854736e-01,-1.268468499183654785e-01,nan
-3.087829947471618652e-01,-1.142525672912597656e-01,nan
-3.069353699684143066e-01,-1.024867296218872070e-01,nan
-3.050766289234161377e-01,-9.695589542388916016e-02,nan
-3.013651967048645020e-01,-9.171688556671142578e-02,nan
-2.994997501373291016e-01,-8.851087093353271484e-02,nan
-2.976434528827667236e-01,-8.575099706649780273e-02,nan
-2.976434528827667236e-01,-8.241635560989379883e-02,nan
-2.920647561550140381e-01,-8.065819740295410156e-02,nan
-2.920647561550140381e-01,-7.927036285400390625e-02,nan
-2.879325151443481445e-01,-8.027851581573486328e-02,nan
-2.841989994049072266e-01,-8.065891265869140625e-02,nan
-2.800345122814178467e-01,-8.080703020095825195e-02,nan
-2.742747664451599121e-01,-8.080768585205078125e-02,nan
-2.711910903453826904e-01,-8.065944910049438477e-02,nan
-2.654184401035308838e-01,-8.083641529083251953e-02,nan
-2.631351649761199951e-01,-8.048582077026367188e-02,nan
-2.585666775703430176e-01,-8.116257190704345703e-02,nan
